Alexandre,Lambert,MARSEILLE,13001,04.89.73.57.01,,
Alexandre,Le Ruiz,MARSEILLE,13002,04.68.14.33.59,alexandre.le-ruiz@server.fr,agriculteur
Alexandre,Marchal,MONTPELLIER,34070,04.08.73.00.09,alexandre.marchal@server.fr,
Alexandre,Marechal,,,04.17.09.84.10,alexandre.marechal@server.fr,
Alexandre,Robert,,,04.57.43.03.13,alexandre.robert@server.fr,
Alexandre,Rolland,LYON,69003,04.71.46.90.17,alexandre.rolland@server.fr,
Alexandre,Roussel de la Rodrigues,NICE,6200,04.27.43.25.10,alexandre.roussel-de-la-rodrigues@server.fr,
Alexandre-Gilbert,Lesage,PARIS,75008,01.63.00.32.86,alexandre-gilbert.lesage@server.fr,
Alexandre-Luc,Daniel,PARIS,75004,01.88.19.10.32,alexandre-luc.daniel@server.fr,journaliste
Alexandre-Marcel,Toussaint,NICE,6200,04.23.98.14.31,alexandre-marcel.toussaint@server.fr,technicien
